_link,_link_releases,_link_main,id,title,description,status,value_amount,value_currency,submissionTerms_electronicSubmissionPolicy
0.releases.2459.tender.lots.0,0.releases.2459,0,1,Supply and installation of plastic water tank of 10m3 and 3m3 capacity,Supply and installation of plastic water tank of 10m3 and 3m3 capacity,active,19734490,RWF,allowed
0.releases.2461.tender.lots.0,0.releases.2461,0,1,Re-Advertisement for Supply of Mechanical and Welding Consumables to IPRC Huye under framework Contract,,active,26364995,RWF,allowed
0.releases.2462.tender.lots.0,0.releases.2462,0,1,Tender for supply of construction materials of cells office,,active,45000000,RWF,allowed
0.releases.2465.tender.lots.0,0.releases.2465,0,1,Supply of stationery,,active,28645500,RWF,allowed
0.releases.2466.tender.lots.0,0.releases.2466,0,1,Supply of Laundry and IPC  materials,,active,3000000,RWF,allowed
0.releases.2466.tender.lots.1,0.releases.2466,0,1,Supply of Laundry and IPC  materials,,active,3000000,RWF,allowed
0.releases.2467.tender.lots.0,0.releases.2467,0,1,Purchase and Supply of compost/ha,,active,36000000,RWF,allowed
0.releases.2469.tender.lots.0,0.releases.2469,0,1,Purchase and Supply of lime (grade 1)/ha,,active,18000000,RWF,allowed
0.releases.2470.tender.lots.0,0.releases.2470,0,1,Supply and installation of smart water tank,,active,4000000,RWF,allowed
0.releases.2470.tender.lots.1,0.releases.2470,0,1,Supply and installation of smart water tank,,active,4000000,RWF,allowed
0.releases.2474.tender.lots.0,0.releases.2474,0,1,"Supply,planting and maintenance grasses(pennisetum porpoleum(urubingo) for new and existing Radical terraces and progressive terraces","Supply,planting and maintenance grasses(pennisetum porpoleum(urubingo) for new and existing Radical terraces and progressive terraces",active,38667178,RWF,allowed
0.releases.2475.tender.lots.0,0.releases.2475,0,1,Supply and fixing of window and doors,,active,15048000,RWF,allowed
0.releases.2475.tender.lots.1,0.releases.2475,0,1,Supply and fixing of window and doors,,active,15048000,RWF,allowed
0.releases.2475.tender.lots.2,0.releases.2475,0,2,Supply of hardware construction materials,,active,22008452,RWF,allowed
0.releases.2475.tender.lots.3,0.releases.2475,0,3,Supply of local construction materials,,active,39632320,RWF,allowed
0.releases.2475.tender.lots.4,0.releases.2475,0,4,"supply of chairs,tables, desks and closing placard",,active,18205000,RWF,allowed
0.releases.2476.tender.lots.0,0.releases.2476,0,1,Supervision of works for construction of 20 classrooms and 72 latrines,Supervision of works for construction of 20 classrooms and 72 latrines,active,32104000,RWF,allowed
0.releases.2478.tender.lots.0,0.releases.2478,0,1,"Annual Framework Tender for Support to Animal artificial insemination, vaccination campaign and other veterinary services through Veterinary Sanitary Mandate","Annual Framework Tender for Support to Animal artificial insemination, vaccination campaign and other veterinary services through Veterinary Sanitary Mandate",active,36000000,RWF,allowed
0.releases.2482.tender.lots.0,0.releases.2482,0,1,Framework tender for Hotel Services for Rutsiro District Staff and visitors out of District,Framework tender for Hotel Services for Rutsiro District Staff and visitors out of District,active,15000000,RWF,allowed
0.releases.2486.tender.lots.0,0.releases.2486,0,1,"Supply, installation and development of Forestry monitoring (carbon sequestration) application for Geospatial hu",,active,194888286,RWF,allowed
0.releases.2487.tender.lots.0,0.releases.2487,0,1,Supply of Spare part for general maintenance,,active,120000000,RWF,allowed
0.releases.2488.tender.lots.0,0.releases.2488,0,1,Supply of Spare part for general maintenance,,active,120000000,RWF,allowed
0.releases.2489.tender.lots.0,0.releases.2489,0,1,SERVICE OF TRANSPORT (VEHICULE AND MOTOS) IN NGOMA DISTRICT,Good classification,active,48612177,RWF,allowed
0.releases.2490.tender.lots.0,0.releases.2490,0,1,PROVISION OF ANNUAL AIRTIME SPACE ON TELEVISION AND RADIOS FOR PUBLIC AWARENESS ON FRAMEWORK AGREEMENT.,PROVISION OF ANNUAL AIRTIME SPACE,active,26139288,RWF,allowed
0.releases.2490.tender.lots.1,0.releases.2490,0,1,PROVISION OF ANNUAL AIRTIME SPACE ON TELEVISION AND RADIOS FOR PUBLIC AWARENESS ON FRAMEWORK AGREEMENT.,PROVISION OF ANNUAL AIRTIME SPACE,active,26139288,RWF,allowed
0.releases.2491.tender.lots.0,0.releases.2491,0,1,Purchase of Hospital staff Uniform,,active,3500000,RWF,allowed
0.releases.2491.tender.lots.1,0.releases.2491,0,1,Purchase of Hospital staff Uniform,,active,3500000,RWF,allowed
0.releases.2492.tender.lots.0,0.releases.2492,0,1,Hiring of two (2) floating consulting Engineers to give a technical support to RUDP II,Hiring of two (2) floating consulting Engineers to give a technical support to RUDP II,active,73187575,RWF,allowed
0.releases.2493.tender.lots.0,0.releases.2493,0,1,Hiring floating Engineer to give technical supports to RUDP II Phase 4,Hiring floating Engineer to give technical supports to RUDP II Phase 4,active,73187575,RWF,allowed
0.releases.2495.tender.lots.0,0.releases.2495,0,1,Provision of vehicles Insurance,Provision of vehicles Insurance,active,20000000,RWF,allowed
0.releases.2499.tender.lots.0,0.releases.2499,0,1,Supply and Installation of Laboratory Equipment- Lot three,,active,100842600,RWF,allowed
0.releases.2500.tender.lots.0,0.releases.2500,0,1,Re-Advertisement for Supply of Mechanical and Welding Consumables to IPRC Huye under framework Contract,,active,26364995,RWF,allowed
0.releases.2502.tender.lots.0,0.releases.2502,0,1,"Provision of Hotel Service to NPPA in Kigali City (Accommodation, Meeting Rooms, and Outside Catering)/Framework Contract",DAO,active,10000000,RWF,allowed
0.releases.2503.tender.lots.0,0.releases.2503,0,1,Provision of Cleaning  Services to NPPA NYARUGUNGA  OFFICES (KICUKIRO Primary Level)/Under Framework Contract,DAO,active,3200000,RWF,allowed
0.releases.2504.tender.lots.0,0.releases.2504,0,2,Supply of stationery,,active,28645500,RWF,allowed
0.releases.2504.tender.lots.1,0.releases.2504,0,1,Supply of stationery,,active,28645500,RWF,allowed
0.releases.2505.tender.lots.0,0.releases.2505,0,1,Supply of Laboratory equipment and consumables for food safety in food processing research,,active,26360450,RWF,allowed
0.releases.2505.tender.lots.1,0.releases.2505,0,1,Supply of Laboratory equipment and consumables for food safety in food processing research,,active,26360450,RWF,allowed
0.releases.2506.tender.lots.0,0.releases.2506,0,1,Supply of Anaplasmosis vaccine,,active,200000000,RWF,allowed
0.releases.2506.tender.lots.1,0.releases.2506,0,1,Supply of Anaplasmosis vaccine,,active,200000000,RWF,allowed
0.releases.2507.tender.lots.0,0.releases.2507,0,1,Repair and maintenance of VITEK System for Rubirizi National Veterinary Laboratory,Repair and maintenance of VITEK System for Rubirizi National Veterinary Laboratory,active,17500000,RWF,allowed
0.releases.2507.tender.lots.1,0.releases.2507,0,1,Repair and maintenance of VITEK System for Rubirizi National Veterinary Laboratory,Repair and maintenance of VITEK System for Rubirizi National Veterinary Laboratory,active,17500000,RWF,allowed
0.releases.2508.tender.lots.0,0.releases.2508,0,1,Supply of grass cutter machine,,active,8400000,RWF,allowed
0.releases.2508.tender.lots.1,0.releases.2508,0,1,Supply of grass cutter machine,,active,8400000,RWF,allowed
0.releases.2509.tender.lots.0,0.releases.2509,0,1,"Annual cleaning , Gardening services for MeteoRwanda Buildings and Gardens of meteorological stations","Annual cleaning , Gardening services for MeteoRwanda Buildings and Gardens of meteorological stations",active,25800000,RWF,allowed
0.releases.2510.tender.lots.0,0.releases.2510,0,1,Supply of Spare part for general maintenance,,active,120000000,RWF,allowed
0.releases.2512.tender.lots.0,0.releases.2512,0,1,"Preparation of Environmental and Social Safeguards Instruments (RAP, ESIA, ESA)","Preparation of Environmental and Social Safeguards Instruments (RAP, ESIA, ESA)",active,120000000,RWF,allowed
0.releases.2512.tender.lots.1,0.releases.2512,0,1,LotNo1,,active,,,allowed
0.releases.2512.tender.lots.2,0.releases.2512,0,1,LotNo1,,active,,,allowed
0.releases.2513.tender.lots.0,0.releases.2513,0,1,LotNo1,,active,,,allowed
0.releases.2513.tender.lots.1,0.releases.2513,0,1,LotNo1,,active,,,allowed
0.releases.2515.tender.lots.0,0.releases.2515,0,1,"Seedlings preparation, planting Fruit trees (9/hh with 3 different grafted species) with maintenance","Seedlings preparation, planting Fruit trees (9/hh with 3 different grafted species) with maintenance",active,13140000,RWF,allowed
0.releases.2517.tender.lots.0,0.releases.2517,0,2,Lot 2: Supply of Tyres for Tractors,,active,25094400,RWF,allowed
0.releases.2518.tender.lots.0,0.releases.2518,0,1,Hiring a Consultancy firm for supervision of irrigation rehabilitation works for Kamiranzovu marshland (140ha),Supervision of Kamiranzovu marshland,active,98000000,RWF,allowed
0.releases.2518.tender.lots.1,0.releases.2518,0,1,LotNo1,,active,,,allowed
0.releases.2518.tender.lots.2,0.releases.2518,0,1,LotNo1,,active,,,allowed
0.releases.2519.tender.lots.0,0.releases.2519,0,1,LotNo1,,active,,,allowed
0.releases.2519.tender.lots.1,0.releases.2519,0,1,LotNo1,,active,,,allowed
0.releases.2521.tender.lots.0,0.releases.2521,0,1,Provision for Cleaning and Gardening services,Good classification,active,56000000,RWF,allowed
0.releases.2522.tender.lots.0,0.releases.2522,0,1,"Design , printing,supply and fixing Rwanda promotional material","Design , printing,supply and fixing Rwanda promotional material",active,5300000,RWF,allowed
0.releases.2523.tender.lots.0,0.releases.2523,0,1,Annual Framework contract for Maintenance of generators and supply of related spare parts,Generator maintenance & supply of spare parts,active,40000000,RWF,allowed
0.releases.2523.tender.lots.1,0.releases.2523,0,1,Annual Framework contract for Maintenance of generators and supply of related spare parts,Generator maintenance & supply of spare parts,active,40000000,RWF,allowed
0.releases.2524.tender.lots.0,0.releases.2524,0,1,Sound system,Sound system,active,6000000,RWF,allowed
0.releases.2526.tender.lots.0,0.releases.2526,0,1,Acquisition of Batteries for RCS Vehicles and Motorcycles,,active,17163500,RWF,allowed
0.releases.2528.tender.lots.0,0.releases.2528,0,1,"Seedlings preparation, planting and maintenance agroforestry (Grivelia,Caliandra lecena and Native species)","Seedlings preparation, planting and maintenance agroforestry (Grivelia,Caliandra lecena and Native species)",active,42099268,RWF,allowed
0.releases.2532.tender.lots.0,0.releases.2532,0,1,SUPPLY OF ELECTRICITY,SUPPLY OF ELECTRICITY,active,80100000,RWF,allowed
0.releases.2533.tender.lots.0,0.releases.2533,0,1,Hiring a service provider for mechanization services,Mechanization services,active,520000000,RWF,allowed
0.releases.2534.tender.lots.0,0.releases.2534,0,1,Provision of insurance for Motorcycles and Vehicles of Rwamagana District,Provision of insurance for Motorcycles and Vehicles of Rwamagana District ,active,5500000,RWF,allowed
0.releases.2535.tender.lots.0,0.releases.2535,0,1,Provision of insurance for Motorcycles and Vehicles of Rwamagana District,Provision of insurance for Motorcycles and Vehicles of Rwamagana District ,active,5500000,RWF,allowed
0.releases.2536.tender.lots.0,0.releases.2536,0,1,Services for repair and Maintenance of 04 Elevators in a framework contract,Services for repair and Maintenance of 04 Elevators in a framework contract,active,40000000,RWF,allowed
0.releases.2537.tender.lots.0,0.releases.2537,0,1,Supply and installation of office furniture,,active,238336471,RWF,allowed
0.releases.2537.tender.lots.1,0.releases.2537,0,2,Supply and installation of equipment for resting/ stimulation,,active,25425000,RWF,allowed
0.releases.2537.tender.lots.2,0.releases.2537,0,3,Supply of learning and teaching materials,,active,32535000,RWF,allowed
0.releases.2537.tender.lots.3,0.releases.2537,0,4,Supply of kitchen and WASH materials,,active,64414049,RWF,allowed
0.releases.2540.tender.lots.0,0.releases.2540,0,1,"Recruitment of a Consultant to manage IIA Rwanda Business development, trainings and events Programs","Recruitment of a Consultant to manage IIA Rwanda Business development, trainings and events Programs",active,17500000,RWF,allowed
0.releases.2542.tender.lots.0,0.releases.2542,0,1,Services for repair and Maintenance of 04 Elevators in a framework contract,Services for repair and Maintenance of 04 Elevators in a framework contract,active,40000000,RWF,allowed
0.releases.2544.tender.lots.0,0.releases.2544,0,2, Tender for upgrading of Rasano Health post Re-advertised, Tender for upgrading of Rasano Health post Re-advertised,active,430316480,RWF,allowed
0.releases.2547.tender.lots.0,0.releases.2547,0,1,Supply of Spare parts and maintenance of SPIU-MINAGRI vehicles,,active,30000000,RWF,allowed
0.releases.2548.tender.lots.0,0.releases.2548,0,1,Workforce for Infrastructure Maintenance and Rehabilitation works,Workforce for Infrastructure Maintenance and Rehabilitation works,active,31710981,RWF,allowed
0.releases.2553.tender.lots.0,0.releases.2553,0,1,"Supply of ceramic water filters to households with under 2 years children    and pregnant women, to community based ECD facilities and Home based ECD",,active,458640000,RWF,allowed
0.releases.2555.tender.lots.0,0.releases.2555,0,1,"Supply of plastic toilet sanitation facilities to Households with under 2 years children, pregnant women and Home based ECD",,active,134329650,RWF,allowed
0.releases.2556.tender.lots.0,0.releases.2556,0,1,"Supply of plastic child friendly hand washing facilities to households with under 2 years children, pregnant women and home Based ECD",,active,91100100,RWF,allowed
0.releases.2557.tender.lots.0,0.releases.2557,0,1,Supply of Spare parts and maintenance of SPIU-MINAGRI vehicles,,active,30000000,RWF,allowed
0.releases.2559.tender.lots.0,0.releases.2559,0,1,Hiring a consulting firm for endline for Green Gicumbi Project(GGP) evaluation,Hiring a firm to conduct the End-line and impact Evaluation for the project Strengthening climate resilience of rural communities in Northern Rwanda (Green Gicumbi Project) ,active,60000000,RWF,allowed
