_link,_link_releases,_link_main,id,relationship,title,scheme,identifier
0.releases.1738.relatedProcesses.0,0.releases.1738,0,P000065/2025/2026/6500000000,planning,CONSTRUCTION OF LATRINES AT EP KARAMA IN JANJA SECTOR,ocid,ocds-ozzobm-P000065/2025/2026/6500000000
0.releases.1739.relatedProcesses.0,0.releases.1739,0,P000014/2025/2026/2700000000,planning,Provision of transport services for Ministry of Youth and Arts' staff in City of Kigali,ocid,ocds-ozzobm-P000014/2025/2026/2700000000
0.releases.1740.relatedProcesses.0,0.releases.1740,0,P000014/2025/2026/2700000000,planning,Provision of transport services for Ministry of Youth and Arts' staff in City of Kigali,ocid,ocds-ozzobm-P000014/2025/2026/2700000000
0.releases.1741.relatedProcesses.0,0.releases.1741,0,P000019/2025/2026/1606000000,planning,Provision of Archive Materials to Rwanda FDA,ocid,ocds-ozzobm-P000019/2025/2026/1606000000
0.releases.1742.relatedProcesses.0,0.releases.1742,0,P000027/2025/2026/4300000000,planning,Supply of VUP Productive Asset Transfer (Tool Kts),ocid,ocds-ozzobm-P000027/2025/2026/4300000000
0.releases.1743.relatedProcesses.0,0.releases.1743,0,P000077/2025/2026/1802000000,planning,Consultancy Services for social economic impact study monitoring and evaluation under Kigali Urban Transport Improvement (KUTI) Project,ocid,ocds-ozzobm-P000077/2025/2026/1802000000
0.releases.1744.relatedProcesses.0,0.releases.1744,0,P000077/2025/2026/1802000000,planning,Consultancy Services for social economic impact study monitoring and evaluation under Kigali Urban Transport Improvement (KUTI) Project,ocid,ocds-ozzobm-P000077/2025/2026/1802000000
0.releases.1745.relatedProcesses.0,0.releases.1745,0,P000013/2025/2026/2206000000,planning,Framework Contract for the Supply and Delivery of Office Consumables to the National Land Authority,ocid,ocds-ozzobm-P000013/2025/2026/2206000000
0.releases.1746.relatedProcesses.0,0.releases.1746,0,P000009/2025/2026/5700000000,planning,Provision of Land Valuation Services,ocid,ocds-ozzobm-P000009/2025/2026/5700000000
0.releases.1747.relatedProcesses.0,0.releases.1747,0,P000065/2025/2026/6500000000,planning,CONSTRUCTION OF LATRINES AT EP KARAMA IN JANJA SECTOR,ocid,ocds-ozzobm-P000065/2025/2026/6500000000
0.releases.1748.relatedProcesses.0,0.releases.1748,0,P000001/2025/2026/2314000000,planning,Supply of Assistive Devices,ocid,ocds-ozzobm-P000001/2025/2026/2314000000
0.releases.1749.relatedProcesses.0,0.releases.1749,0,P000001/2025/2026/0701000000,planning,SUPPLY OF MEDICAL PRODUCTS AND EQUIPMENT FOR RNP,ocid,ocds-ozzobm-P000001/2025/2026/0701000000
0.releases.1750.relatedProcesses.0,0.releases.1750,0,P000007/2025/2026/4600000000,planning,Supply of cows for Girinka Program in Rwamagana District 2025-2026,ocid,ocds-ozzobm-P000007/2025/2026/4600000000
0.releases.1751.relatedProcesses.0,0.releases.1751,0,P000056/2025/2026/6200000000,planning,supply materials for construction of eleven new classrooms in Gicumbi District,ocid,ocds-ozzobm-P000056/2025/2026/6200000000
0.releases.1752.relatedProcesses.0,0.releases.1752,0,P000007/2025/2026/1421000000,planning,Designing and printing promotion materials for NESA (Under framework contract),ocid,ocds-ozzobm-P000007/2025/2026/1421000000
0.releases.1753.relatedProcesses.0,0.releases.1753,0,P000007/2025/2026/6400003002,planning,Refilling and Supply of fire extinguishers,ocid,ocds-ozzobm-P000007/2025/2026/6400003002
0.releases.1754.relatedProcesses.0,0.releases.1754,0,P000007/2025/2026/1421000000,planning,Designing and printing promotion materials for NESA (Under framework contract),ocid,ocds-ozzobm-P000007/2025/2026/1421000000
0.releases.1755.relatedProcesses.0,0.releases.1755,0,P000006/2025/2026/2700000000,planning,Provision of insurance for A@P Building,ocid,ocds-ozzobm-P000006/2025/2026/2700000000
0.releases.1756.relatedProcesses.0,0.releases.1756,0,P000006/2025/2026/2700000000,planning,Provision of insurance for A@P Building,ocid,ocds-ozzobm-P000006/2025/2026/2700000000
0.releases.1757.relatedProcesses.0,0.releases.1757,0,P000024/2025/2026/2000000000,planning,"Tender for acquisition of toners/cartridge for printers: Canon image,Runner advance 4545i and Canon image Runner C3025i",ocid,ocds-ozzobm-P000024/2025/2026/2000000000
0.releases.1758.relatedProcesses.0,0.releases.1758,0,P000024/2025/2026/2000000000,planning,"Tender for acquisition of toners/cartridge for printers: Canon image,Runner advance 4545i and Canon image Runner C3025i",ocid,ocds-ozzobm-P000024/2025/2026/2000000000
0.releases.1759.relatedProcesses.0,0.releases.1759,0,P000051/2024/2025/1903000000,planning,Centralized procurement of monitor on behalf of all Government Institutions,ocid,ocds-ozzobm-P000051/2024/2025/1903000000
0.releases.1760.relatedProcesses.0,0.releases.1760,0,P000002/2025/2026/6400003002,planning,Purchase of Hospital staff Uniform,ocid,ocds-ozzobm-P000002/2025/2026/6400003002
0.releases.1761.relatedProcesses.0,0.releases.1761,0,P000014/2025/2026/5200000000,planning,Tender for Supply of Bicycles for FFS Facilitators in Nyanza District,ocid,ocds-ozzobm-P000014/2025/2026/5200000000
0.releases.1762.relatedProcesses.0,0.releases.1762,0,P000043/2025/2026/0901000000,planning,Supply of bull center laboratory equipment and consumables,ocid,ocds-ozzobm-P000043/2025/2026/0901000000
0.releases.1763.relatedProcesses.0,0.releases.1763,0,P000002/2025/2026/1420000000,planning,SUPERVISION SERVICES FOR REHABILITATION AND EXPANSION OF CYANIKA IN NYAMAGABE DISTRICT AND MUHORORO TVET SCHOOLS IN KARONGI DISTRICT.,ocid,ocds-ozzobm-P000002/2025/2026/1420000000
0.releases.1764.relatedProcesses.0,0.releases.1764,0,P000043/2025/2026/0901000000,planning,Supply of bull center laboratory equipment and consumables,ocid,ocds-ozzobm-P000043/2025/2026/0901000000
0.releases.1765.relatedProcesses.0,0.releases.1765,0,P000066/2023/2024/1419000000,planning,Construction of football pitches at Karongi and Kitabi IPRCs together with construction of basketball court at IPRC Karongi,ocid,ocds-ozzobm-P000066/2023/2024/1419000000
0.releases.1766.relatedProcesses.0,0.releases.1766,0,P000009/2024/2025/0901001014,planning,Supervision work for Ihema and Nasho Blocks,ocid,ocds-ozzobm-P000009/2024/2025/0901001014
0.releases.1767.relatedProcesses.0,0.releases.1767,0,P000093/2025/2026/0702000000,planning,Maintenance of BIOGAZ for RCS,ocid,ocds-ozzobm-P000093/2025/2026/0702000000
0.releases.1768.relatedProcesses.0,0.releases.1768,0,P000093/2025/2026/0702000000,planning,Maintenance of BIOGAZ for RCS,ocid,ocds-ozzobm-P000093/2025/2026/0702000000
0.releases.1769.relatedProcesses.0,0.releases.1769,0,P000093/2025/2026/0702000000,planning,Maintenance of BIOGAZ for RCS,ocid,ocds-ozzobm-P000093/2025/2026/0702000000
0.releases.1770.relatedProcesses.0,0.releases.1770,0,P000093/2025/2026/0702000000,planning,Maintenance of BIOGAZ for RCS,ocid,ocds-ozzobm-P000093/2025/2026/0702000000
0.releases.1771.relatedProcesses.0,0.releases.1771,0,P000002/2025/2026/1420000000,planning,SUPERVISION SERVICES FOR REHABILITATION AND EXPANSION OF CYANIKA IN NYAMAGABE DISTRICT AND MUHORORO TVET SCHOOLS IN KARONGI DISTRICT.,ocid,ocds-ozzobm-P000002/2025/2026/1420000000
0.releases.1772.relatedProcesses.0,0.releases.1772,0,P000013/2025/2026/5200000000,planning,Tender for supply of full electric Motorcycle in Nyanza District,ocid,ocds-ozzobm-P000013/2025/2026/5200000000
0.releases.1773.relatedProcesses.0,0.releases.1773,0,P000007/2025/2026/0901000000,planning,"Supply, Installation, and commissioning of Plant biotechnology equipment",ocid,ocds-ozzobm-P000007/2025/2026/0901000000
0.releases.1774.relatedProcesses.0,0.releases.1774,0,P000012/2025/2026/0702000000,planning,Maintenance and repairs of Domestic appliances,ocid,ocds-ozzobm-P000012/2025/2026/0702000000
0.releases.1775.relatedProcesses.0,0.releases.1775,0,P000012/2025/2026/0702000000,planning,Maintenance and repairs of Domestic appliances,ocid,ocds-ozzobm-P000012/2025/2026/0702000000
0.releases.1776.relatedProcesses.0,0.releases.1776,0,P000001/2025/2026/2903001007,planning,Recruitment of consultancy firm to conduct the Midi-Term Review of COMBIO Project,ocid,ocds-ozzobm-P000001/2025/2026/2903001007
0.releases.1777.relatedProcesses.0,0.releases.1777,0,P000026/2025/2026/5900003002,planning,To construct Genocide against Tutsi Monument,ocid,ocds-ozzobm-P000026/2025/2026/5900003002
0.releases.1778.relatedProcesses.0,0.releases.1778,0,P000026/2025/2026/5900003002,planning,To construct Genocide against Tutsi Monument,ocid,ocds-ozzobm-P000026/2025/2026/5900003002
0.releases.1779.relatedProcesses.0,0.releases.1779,0,P000010/2025/2026/5100000000,planning,Purchase of electricity,ocid,ocds-ozzobm-P000010/2025/2026/5100000000
0.releases.1780.relatedProcesses.0,0.releases.1780,0,P000047/2025/2026/2900000000,planning,Supply of MOE vehicle spare parts,ocid,ocds-ozzobm-P000047/2025/2026/2900000000
0.releases.1781.relatedProcesses.0,0.releases.1781,0,P000047/2025/2026/2900000000,planning,Supply of MOE vehicle spare parts,ocid,ocds-ozzobm-P000047/2025/2026/2900000000
0.releases.1782.relatedProcesses.0,0.releases.1782,0,P000093/2025/2026/0702000000,planning,Maintenance of BIOGAZ for RCS,ocid,ocds-ozzobm-P000093/2025/2026/0702000000
0.releases.1783.relatedProcesses.0,0.releases.1783,0,P000002/2025/2026/1700000000,planning,Provision of Engraving Service of NPPA Assets,ocid,ocds-ozzobm-P000002/2025/2026/1700000000
0.releases.1784.relatedProcesses.0,0.releases.1784,0,P000002/2025/2026/1700000000,planning,Provision of Engraving Service of NPPA Assets,ocid,ocds-ozzobm-P000002/2025/2026/1700000000
0.releases.1785.relatedProcesses.0,0.releases.1785,0,P000006/2025/2026/2308000000,planning,Hiring vehicle for  transport service,ocid,ocds-ozzobm-P000006/2025/2026/2308000000
0.releases.1786.relatedProcesses.0,0.releases.1786,0,P000009/2025/2026/6600000000,planning,Tender for supply of furnitures in constructed house for needy Genocide survivors,ocid,ocds-ozzobm-P000009/2025/2026/6600000000
0.releases.1787.relatedProcesses.0,0.releases.1787,0,P000009/2025/2026/6600000000,planning,Tender for supply of furnitures in constructed house for needy Genocide survivors,ocid,ocds-ozzobm-P000009/2025/2026/6600000000
0.releases.1788.relatedProcesses.0,0.releases.1788,0,P000002/2025/2026/1700000000,planning,Provision of Engraving Service of NPPA Assets,ocid,ocds-ozzobm-P000002/2025/2026/1700000000
0.releases.1789.relatedProcesses.0,0.releases.1789,0,P000002/2025/2026/6400003002,planning,Purchase of Hospital staff Uniform,ocid,ocds-ozzobm-P000002/2025/2026/6400003002
0.releases.1790.relatedProcesses.0,0.releases.1790,0,P000011/2025/2026/5100000000,planning,Vaccination & Insemination through Veterinary Sanitary Mandate,ocid,ocds-ozzobm-P000011/2025/2026/5100000000
0.releases.1791.relatedProcesses.0,0.releases.1791,0,P000008/2025/2026/0901000000,planning,Works for the rehabilitation of Irrigation Infrastructures,ocid,ocds-ozzobm-P000008/2025/2026/0901000000
0.releases.1792.relatedProcesses.0,0.releases.1792,0,P000093/2025/2026/1203000000,planning,"Provision of IT infrastructure and Cyber-security review, enhancement, automation of the DR site configurations and implementations of recommendations, advisory and trainings(framework contract)",ocid,ocds-ozzobm-P000093/2025/2026/1203000000
0.releases.1793.relatedProcesses.0,0.releases.1793,0,P000055/2024/2025/1419000000,planning,"Supervision of rehabilitation and renovation (refurbishment) works for the rooms to host smart classrooms and smart labs located in IPRC Huye, IPRC Kigali, Nyamata TVET School, and EFA Nyagahanga.",ocid,ocds-ozzobm-P000055/2024/2025/1419000000
0.releases.1794.relatedProcesses.0,0.releases.1794,0,P000038/2024/2025/1400000000,planning,Consultancy service for development and administration of an online French language placement test & an application for learning French online,ocid,ocds-ozzobm-P000038/2024/2025/1400000000
0.releases.1795.relatedProcesses.0,0.releases.1795,0,P000002/2025/2026/6400003002,planning,Purchase of Hospital staff Uniform,ocid,ocds-ozzobm-P000002/2025/2026/6400003002
0.releases.1796.relatedProcesses.0,0.releases.1796,0,P000002/2025/2026/6400003002,planning,Purchase of Hospital staff Uniform,ocid,ocds-ozzobm-P000002/2025/2026/6400003002
0.releases.1797.relatedProcesses.0,0.releases.1797,0,P000007/2025/2026/4600000000,planning,Supply of cows for Girinka Program in Rwamagana District 2025-2026,ocid,ocds-ozzobm-P000007/2025/2026/4600000000
0.releases.1798.relatedProcesses.0,0.releases.1798,0,P000002/2025/2026/6400003002,planning,Purchase of Hospital staff Uniform,ocid,ocds-ozzobm-P000002/2025/2026/6400003002
0.releases.1799.relatedProcesses.0,0.releases.1799,0,P000002/2025/2026/6400003002,planning,Purchase of Hospital staff Uniform,ocid,ocds-ozzobm-P000002/2025/2026/6400003002
0.releases.1800.relatedProcesses.0,0.releases.1800,0,P000051/2025/2026/4000000000,planning,HIRING A SERVICE PROVIDER FOR PROPERTY VALUATION,ocid,ocds-ozzobm-P000051/2025/2026/4000000000
0.releases.1801.relatedProcesses.0,0.releases.1801,0,P000051/2025/2026/4000000000,planning,HIRING A SERVICE PROVIDER FOR PROPERTY VALUATION,ocid,ocds-ozzobm-P000051/2025/2026/4000000000
0.releases.1802.relatedProcesses.0,0.releases.1802,0,P000007/2025/2026/6400003002,planning,Refilling and Supply of fire extinguishers,ocid,ocds-ozzobm-P000007/2025/2026/6400003002
0.releases.1803.relatedProcesses.0,0.releases.1803,0,P000051/2025/2026/4000000000,planning,HIRING A SERVICE PROVIDER FOR PROPERTY VALUATION,ocid,ocds-ozzobm-P000051/2025/2026/4000000000
0.releases.1804.relatedProcesses.0,0.releases.1804,0,P000092/2025/2026/0702000000,planning,Acquisition  of tea break required for the RCS staff,ocid,ocds-ozzobm-P000092/2025/2026/0702000000
0.releases.1805.relatedProcesses.0,0.releases.1805,0,P000092/2025/2026/0702000000,planning,Acquisition  of tea break required for the RCS staff,ocid,ocds-ozzobm-P000092/2025/2026/0702000000
0.releases.1806.relatedProcesses.0,0.releases.1806,0,P000010/2025/2026/2700000000,planning,Production of T-shirts and their branding to used in the events.,ocid,ocds-ozzobm-P000010/2025/2026/2700000000
0.releases.1807.relatedProcesses.0,0.releases.1807,0,P000010/2025/2026/2700000000,planning,Production of T-shirts and their branding to used in the events.,ocid,ocds-ozzobm-P000010/2025/2026/2700000000
0.releases.1808.relatedProcesses.0,0.releases.1808,0,P000077/2025/2026/1802000000,planning,Consultancy Services for social economic impact study monitoring and evaluation under Kigali Urban Transport Improvement (KUTI) Project,ocid,ocds-ozzobm-P000077/2025/2026/1802000000
0.releases.1809.relatedProcesses.0,0.releases.1809,0,P000026/2025/2026/5900003002,planning,To construct Genocide against Tutsi Monument,ocid,ocds-ozzobm-P000026/2025/2026/5900003002
0.releases.1810.relatedProcesses.0,0.releases.1810,0,P000026/2025/2026/5900003002,planning,To construct Genocide against Tutsi Monument,ocid,ocds-ozzobm-P000026/2025/2026/5900003002
0.releases.1811.relatedProcesses.0,0.releases.1811,0,P000017/2025/2026/0111000000,planning,TENDER FOR SUPPLY OF OFFICE FURNITURE,ocid,ocds-ozzobm-P000017/2025/2026/0111000000
0.releases.1812.relatedProcesses.0,0.releases.1812,0,P000175/2025/2026/1804000000,planning,Replacement of Giant Screens/Scoreboards at Amahoro National Stadium,ocid,ocds-ozzobm-P000175/2025/2026/1804000000
0.releases.1813.relatedProcesses.0,0.releases.1813,0,P000175/2025/2026/1804000000,planning,Replacement of Giant Screens/Scoreboards at Amahoro National Stadium,ocid,ocds-ozzobm-P000175/2025/2026/1804000000
0.releases.1814.relatedProcesses.0,0.releases.1814,0,P000017/2025/2026/0111000000,planning,TENDER FOR SUPPLY OF OFFICE FURNITURE,ocid,ocds-ozzobm-P000017/2025/2026/0111000000
0.releases.1815.relatedProcesses.0,0.releases.1815,0,P000022/2025/2026/5600003001,planning,Tender for ICT MAINTENANCE AND SUPPLY OF ACCESSORIES,ocid,ocds-ozzobm-P000022/2025/2026/5600003001
0.releases.1816.relatedProcesses.0,0.releases.1816,0,P000090/2025/2026/0702000000,planning,Acquisition of Electricity power System(Lightining Conductors),ocid,ocds-ozzobm-P000090/2025/2026/0702000000
0.releases.1817.relatedProcesses.0,0.releases.1817,0,P000025/2025/2026/6600000000,planning,Tender for supply of Foodstuff for transit Center,ocid,ocds-ozzobm-P000025/2025/2026/6600000000
0.releases.1818.relatedProcesses.0,0.releases.1818,0,P000014/2025/2026/0112000000,planning,Framework contract for the provision of 3star Hotel services,ocid,ocds-ozzobm-P000014/2025/2026/0112000000
0.releases.1819.relatedProcesses.0,0.releases.1819,0,P000014/2025/2026/0112000000,planning,Framework contract for the provision of 3star Hotel services,ocid,ocds-ozzobm-P000014/2025/2026/0112000000
0.releases.1820.relatedProcesses.0,0.releases.1820,0,P000014/2025/2026/0112000000,planning,Framework contract for the provision of 3star Hotel services,ocid,ocds-ozzobm-P000014/2025/2026/0112000000
