_link,_link_releases,_link_releases_contracts,_link_main,id,date,description,rationale
0.releases.1667.contracts.0.amendments.0,0.releases.1667,0.releases.1667.contracts.0,0,ocds-ozzobm-000001/NC/NCB/2023/2024/5900000000-CP-150120251510-rBEZUjgW2l,2025-01-15T15:10:42Z,"ADDENDUM NO1 TO THE CONTRACT FOR PROVISION OF TRANSPORT SERVICES IN NYAMASHEKE DISTRICT

This addendum is made between Nyamasheke District represented by Executive Secretary MUNEZA Placide, hereinafter referred to as “The Client” on one hand and TANKI TRADING COMPANY LTD, which has the following identification: address: Eastern Province, Kayonza District, email: ttcltd2018@gmail.com, Represented by MUSONERA  DAMASCENE, The Managing Director, ID:1196180045023044 Tel: 0788540110. (Hereinafter referred to as the “service provider”) on the other hand.

IT’S AGREED AS FOLLOWS:

Article one: Purpose of the addendum

Reference made to the initial contract No 00 -000001/NC/NCB/2023/2024/NYAMASHEKE DISTRICT related to “Tender for transport services in Nyamasheke District” as signed on 15/01/2024;

Reference made to request of 10/01/2025 for the contract extension; 

Reference made to resolution of 13/01/2025 from District Internal tender committee recommending this extension due to new tendering procedures;

This amendment is for extending the contract No 00 -000001/NC/NCB/2023/2024/NYAMASHEKE DISTRICT related to “Tender for transport services in Nyamasheke District” , the contract is extended for a period of 12 months starting from the end of  initial contract which is 15/01/2025.

Article Two : Coming into force (commencement)

Commencement: this addendum comes into force on 16/01/2025.

Article Three : Validity of other clauses

All other clauses of the initial contract that have not changed remain valid.

 ","ADDENDUM NO1 TO THE CONTRACT FOR PROVISION OF TRANSPORT SERVICES IN NYAMASHEKE DISTRICT

This addendum is made between Nyamasheke District represented by Executive Secretary MUNEZA Placide, hereinafter referred to as “The Client” on one hand and TANKI TRADING COMPANY LTD, which has the following identification: address: Eastern Province, Kayonza District, email: ttcltd2018@gmail.com, Represented by MUSONERA  DAMASCENE, The Managing Director, ID:1196180045023044 Tel: 0788540110. (Hereinafter referred to as the “service provider”) on the other hand.

IT’S AGREED AS FOLLOWS:

Article one: Purpose of the addendum

Reference made to the initial contract No 00 -000001/NC/NCB/2023/2024/NYAMASHEKE DISTRICT related to “Tender for transport services in Nyamasheke District” as signed on 15/01/2024;

Reference made to request of 10/01/2025 for the contract extension; 

Reference made to resolution of 13/01/2025 from District Internal tender committee recommending this extension due to new tendering procedures;

This amendment is for extending the contract No 00 -000001/NC/NCB/2023/2024/NYAMASHEKE DISTRICT related to “Tender for transport services in Nyamasheke District” , the contract is extended for a period of 12 months starting from the end of  initial contract which is 15/01/2025.

Article Two : Coming into force (commencement)

Commencement: this addendum comes into force on 16/01/2025.

Article Three : Validity of other clauses

All other clauses of the initial contract that have not changed remain valid.

 "
0.releases.1667.contracts.0.amendments.1,0.releases.1667,0.releases.1667.contracts.0,0,ocds-ozzobm-000001/NC/NCB/2023/2024/5900000000-CP-150120251646-PX3f060nhj,2025-01-15T16:46:28Z,"ADDENDUM NO1 TO THE CONTRACT FOR PROVISION OF TRANSPORT SERVICES IN NYAMASHEKE DISTRICT

This addendum is made between Nyamasheke District represented by Executive Secretary MUNEZA Placide, hereinafter referred to as “The Client” on one hand and TANKI TRADING COMPANY LTD, which has the following identification: address: Eastern Province, Kayonza District, email: ttcltd2018@gmail.com, Represented by Nelly ISHIMWE GATESI, The Managing Director, ID:1200270206142082 Tel: 0787706880. (Hereinafter referred to as the “service provider”) on the other hand.

IT’S AGREED AS FOLLOWS:

Article one: Purpose of the addendum

Reference made to the initial contract No 00 -000001/NC/NCB/2023/2024/NYAMASHEKE DISTRICT related to “Tender for transport services in Nyamasheke District” as signed on 15/01/2024;

Reference made to request of 10/01/2025 for the contract extension; 

Reference made to resolution of 13/01/2025 from District Internal tender committee recommending this extension due to new tendering procedures;

This amendment is for extending the contract No 00 -000001/NC/NCB/2023/2024/NYAMASHEKE DISTRICT related to “Tender for transport services in Nyamasheke District” , the contract is extended for a period of 12 months starting from the end of  initial contract which is 15/01/2025.

Article Two : Coming into force (commencement)

Commencement: this addendum comes into force on 16/01/2025.

Article Three : Validity of other clauses

All other clauses of the initial contract that have not changed remain valid.

 ","ADDENDUM NO1 TO THE CONTRACT FOR PROVISION OF TRANSPORT SERVICES IN NYAMASHEKE DISTRICT

This addendum is made between Nyamasheke District represented by Executive Secretary MUNEZA Placide, hereinafter referred to as “The Client” on one hand and TANKI TRADING COMPANY LTD, which has the following identification: address: Eastern Province, Kayonza District, email: ttcltd2018@gmail.com, Represented by Nelly ISHIMWE GATESI, The Managing Director, ID:1200270206142082 Tel: 0787706880. (Hereinafter referred to as the “service provider”) on the other hand.

IT’S AGREED AS FOLLOWS:

Article one: Purpose of the addendum

Reference made to the initial contract No 00 -000001/NC/NCB/2023/2024/NYAMASHEKE DISTRICT related to “Tender for transport services in Nyamasheke District” as signed on 15/01/2024;

Reference made to request of 10/01/2025 for the contract extension; 

Reference made to resolution of 13/01/2025 from District Internal tender committee recommending this extension due to new tendering procedures;

This amendment is for extending the contract No 00 -000001/NC/NCB/2023/2024/NYAMASHEKE DISTRICT related to “Tender for transport services in Nyamasheke District” , the contract is extended for a period of 12 months starting from the end of  initial contract which is 15/01/2025.

Article Two : Coming into force (commencement)

Commencement: this addendum comes into force on 16/01/2025.

Article Three : Validity of other clauses

All other clauses of the initial contract that have not changed remain valid.

 "
0.releases.1667.contracts.0.amendments.2,0.releases.1667,0.releases.1667.contracts.0,0,ocds-ozzobm-000001/NC/NCB/2023/2024/5900000000-CP-150120251618-SwsdeImdSk,2025-01-15T16:18:07Z,"ADDENDUM NO1 TO THE CONTRACT FOR PROVISION OF TRANSPORT SERVICES IN NYAMASHEKE DISTRICT

This addendum is made between Nyamasheke District represented by Executive Secretary MUNEZA Placide, hereinafter referred to as “The Client” on one hand and TANKI TRADING COMPANY LTD, which has the following identification: address: Eastern Province, Kayonza District, email: ttcltd2018@gmail.com, Represented by Nelly ISHIMWE GATESI, The Managing Director, ID:1200270206142082 Tel: 0787706880. (Hereinafter referred to as the “service provider”) on the other hand.

IT’S AGREED AS FOLLOWS:

Article one: Purpose of the addendum

Reference made to the initial contract No 00 -000001/NC/NCB/2023/2024/NYAMASHEKE DISTRICT related to “Tender for transport services in Nyamasheke District” as signed on 15/01/2024;

Reference made to request of 10/01/2025 for the contract extension; 

Reference made to resolution of 13/01/2025 from District Internal tender committee recommending this extension due to new tendering procedures;

This amendment is for extending the contract No 00 -000001/NC/NCB/2023/2024/NYAMASHEKE DISTRICT related to “Tender for transport services in Nyamasheke District” , the contract is extended for a period of 12 months starting from the end of  initial contract which is 15/01/2025.

Article Two : Coming into force (commencement)

Commencement: this addendum comes into force on 16/01/2025.

Article Three : Validity of other clauses

All other clauses of the initial contract that have not changed remain valid.

 ","ADDENDUM NO1 TO THE CONTRACT FOR PROVISION OF TRANSPORT SERVICES IN NYAMASHEKE DISTRICT

This addendum is made between Nyamasheke District represented by Executive Secretary MUNEZA Placide, hereinafter referred to as “The Client” on one hand and TANKI TRADING COMPANY LTD, which has the following identification: address: Eastern Province, Kayonza District, email: ttcltd2018@gmail.com, Represented by Nelly ISHIMWE GATESI, The Managing Director, ID:1200270206142082 Tel: 0787706880. (Hereinafter referred to as the “service provider”) on the other hand.

IT’S AGREED AS FOLLOWS:

Article one: Purpose of the addendum

Reference made to the initial contract No 00 -000001/NC/NCB/2023/2024/NYAMASHEKE DISTRICT related to “Tender for transport services in Nyamasheke District” as signed on 15/01/2024;

Reference made to request of 10/01/2025 for the contract extension; 

Reference made to resolution of 13/01/2025 from District Internal tender committee recommending this extension due to new tendering procedures;

This amendment is for extending the contract No 00 -000001/NC/NCB/2023/2024/NYAMASHEKE DISTRICT related to “Tender for transport services in Nyamasheke District” , the contract is extended for a period of 12 months starting from the end of  initial contract which is 15/01/2025.

Article Two : Coming into force (commencement)

Commencement: this addendum comes into force on 16/01/2025.

Article Three : Validity of other clauses

All other clauses of the initial contract that have not changed remain valid.

 "
0.releases.1668.contracts.0.amendments.0,0.releases.1668,0.releases.1668.contracts.0,0,ocds-ozzobm-000001/NC/NCB/2024/2025/1200000000-CP-080120261541-Bey0R52tTh,2026-01-08T15:41:00Z,The Client wishes to extend the period of the Main Contract for twelve (12) additional months.,The Client wishes to extend the period of the Main Contract for twelve (12) additional months.
0.releases.1668.contracts.0.amendments.1,0.releases.1668,0.releases.1668.contracts.0,0,ocds-ozzobm-000001/NC/NCB/2024/2025/1200000000-CP-120120260912-Dd0jhWOw91,2026-01-12T09:12:30Z,The Client wishes to extend the period of the Main Contract for twelve (12) additional months.,The Client wishes to extend the period of the Main Contract for twelve (12) additional months.
0.releases.1669.contracts.0.amendments.0,0.releases.1669,0.releases.1669.contracts.0,0,ocds-ozzobm-000001/NC/NCB/2024/2025/1200000000-CP-080120261528-K6381krFjP,2026-01-08T15:28:56Z,The Client wishes to extend the period of the Main Contract for twelve (12) additional months.,The Client wishes to extend the period of the Main Contract for twelve (12) additional months.
0.releases.1669.contracts.0.amendments.1,0.releases.1669,0.releases.1669.contracts.0,0,ocds-ozzobm-000001/NC/NCB/2024/2025/1200000000-CP-090120261058-DwzGsmIAPF,2026-01-09T10:58:42Z,The Client wishes to extend the period of the Main Contract for twelve (12) additional months.,The Client wishes to extend the period of the Main Contract for twelve (12) additional months.
0.releases.1670.contracts.0.amendments.0,0.releases.1670,0.releases.1670.contracts.0,0,ocds-ozzobm-000001/NC/NCB/2024/2025/0110000000-CP-120120261235-NMtRPHHst0,2026-01-12T12:35:20Z,This Amendment to the Contract is intended to renew the existing contract period originally signed on 13 January 2025. The renewed contract terms shall be effective from 13 January 2026 until 12 January 2027. All other terms and conditions of the original contract shall remain unchanged and in full force and effect.,This Amendment to the Contract is intended to renew the existing contract period originally signed on 13 January 2025. The renewed contract terms shall be effective from 13 January 2026 until 12 January 2027. All other terms and conditions of the original contract shall remain unchanged and in full force and effect.
0.releases.1675.contracts.0.amendments.0,0.releases.1675,0.releases.1675.contracts.0,0,ocds-ozzobm-000001/G/SS/2024/2025/1804000000-CP-120120261819-LvrudfZA37,2026-01-12T18:19:41Z,"The purpose of this amendment is to adjust the contract amount to include the Bills of Quantities for new items totaling Three Hundred Seventy-Three Million Six Hundred Twenty-Five Thousand Nine Hundred Eighty Rwandan Francs (373,625,980 Frw) all taxes inclusive and to omit the item related to the “correction of the subbase for planimetry, compaction, permeability and slope adjustment” equivalent to 47,021,709 Frw in the initial contract is also omitted as it will be replaced by the new scope of new item.

The supplier is requested to adjust the performance security to cover the adjusted contract amount.
","The purpose of this amendment is to adjust the contract amount to include the Bills of Quantities for new items totaling Three Hundred Seventy-Three Million Six Hundred Twenty-Five Thousand Nine Hundred Eighty Rwandan Francs (373,625,980 Frw) all taxes inclusive and to omit the item related to the “correction of the subbase for planimetry, compaction, permeability and slope adjustment” equivalent to 47,021,709 Frw in the initial contract is also omitted as it will be replaced by the new scope of new item.

The supplier is requested to adjust the performance security to cover the adjusted contract amount.
"
0.releases.1675.contracts.0.amendments.1,0.releases.1675,0.releases.1675.contracts.0,0,ocds-ozzobm-000001/G/SS/2024/2025/1804000000-CP-111120251706-pepxQY8ykP,2025-11-11T17:06:56Z,"The purpose of this amendment is to extend the contract duration by four (4) months, effective from 23/11/2025 until 22/03/2026.

The supplier is requested to extend the performance security to cover the extended time as well as warranty period.","The purpose of this amendment is to extend the contract duration by four (4) months, effective from 23/11/2025 until 22/03/2026.

The supplier is requested to extend the performance security to cover the extended time as well as warranty period."
